week_start_date,vegetable,location,month,week_of_year,fuel_price,price,temp,rainfall
6/28/2024,cabbage,meegoda,6,26,317,280,29.47,6.73
6/28/2024,cabbage,monaragala,6,26,317,290,28.29,0.44
6/28/2024,cabbage,nuwaraeliya,6,26,317,255,20.29,0.91
6/28/2024,cabbage,ratnapura,6,26,317,260,27.43,4.6
6/28/2024,carrot,ampara,6,26,317,,29,1.46
6/28/2024,carrot,anuradhapura,6,26,317,600,28.89,0.34
6/28/2024,carrot,badulla,6,26,317,650,25,0.34
6/28/2024,carrot,colombo,6,26,317,540,28.67,7.23
6/28/2024,carrot,dambulla,6,26,317,530,28.89,0.34
6/28/2024,carrot,galle,6,26,317,540,29.47,6.73
6/28/2024,carrot,gampaha,6,26,317,,28.13,5.73
6/28/2024,carrot,jaffna,6,26,317,,29.29,0.84
6/28/2024,carrot,kaluthara,6,26,317,480,29.47,6.73
6/28/2024,carrot,kandy,6,26,317,575,24,0.53
6/28/2024,carrot,meegoda,6,26,317,600,29.47,6.73
6/28/2024,carrot,monaragala,6,26,317,590,28.29,0.44
6/28/2024,carrot,nuwaraeliya,6,26,317,555,20.29,0.91
6/28/2024,carrot,ratnapura,6,26,317,440,27.43,4.6
6/28/2024,cucumber,ampara,6,26,317,,29,1.46
6/28/2024,cucumber,anuradhapura,6,26,317,220,28.89,0.34
6/28/2024,cucumber,badulla,6,26,317,260,25,0.34
6/28/2024,cucumber,colombo,6,26,317,200,28.67,7.23
6/28/2024,cucumber,dambulla,6,26,317,180,28.89,0.34
6/28/2024,cucumber,galle,6,26,317,190,29.47,6.73
6/28/2024,cucumber,gampaha,6,26,317,,28.13,5.73
6/28/2024,cucumber,jaffna,6,26,317,,29.29,0.84
6/28/2024,cucumber,kaluthara,6,26,317,190,29.47,6.73
6/28/2024,cucumber,kandy,6,26,317,180,24,0.53
6/28/2024,cucumber,meegoda,6,26,317,180,29.47,6.73
6/28/2024,cucumber,monaragala,6,26,317,220,28.29,0.44
6/28/2024,cucumber,nuwaraeliya,6,26,317,190,20.29,0.91
6/28/2024,cucumber,ratnapura,6,26,317,180,27.43,4.6
6/28/2024,green beans,ampara,6,26,317,,29,1.46
6/28/2024,green beans,anuradhapura,6,26,317,740,28.89,0.34
6/28/2024,green beans,badulla,6,26,317,725,25,0.34
6/28/2024,green beans,colombo,6,26,317,680,28.67,7.23
6/28/2024,green beans,dambulla,6,26,317,720,28.89,0.34
6/28/2024,green beans,galle,6,26,317,760,29.47,6.73
6/28/2024,green beans,gampaha,6,26,317,,28.13,5.73
6/28/2024,green beans,jaffna,6,26,317,,29.29,0.84
6/28/2024,green beans,kaluthara,6,26,317,740,29.47,6.73
6/28/2024,green beans,kandy,6,26,317,775,24,0.53
6/28/2024,green beans,meegoda,6,26,317,725,29.47,6.73
6/28/2024,green beans,monaragala,6,26,317,760,28.29,0.44
6/28/2024,green beans,nuwaraeliya,6,26,317,610,20.29,0.91
6/28/2024,green beans,ratnapura,6,26,317,660,27.43,4.6
6/28/2024,ladies fingers,ampara,6,26,317,,29,1.46
6/28/2024,ladies fingers,anuradhapura,6,26,317,300,28.89,0.34
6/28/2024,ladies fingers,badulla,6,26,317,320,25,0.34
6/28/2024,ladies fingers,colombo,6,26,317,300,28.67,7.23
6/28/2024,ladies fingers,dambulla,6,26,317,250,28.89,0.34
6/28/2024,ladies fingers,galle,6,26,317,290,29.47,6.73
6/28/2024,ladies fingers,gampaha,6,26,317,,28.13,5.73
6/28/2024,ladies fingers,jaffna,6,26,317,,29.29,0.84
6/28/2024,ladies fingers,kaluthara,6,26,317,200,29.47,6.73
6/28/2024,ladies fingers,kandy,6,26,317,310,24,0.53
6/28/2024,ladies fingers,meegoda,6,26,317,300,29.47,6.73
6/28/2024,ladies fingers,monaragala,6,26,317,280,28.29,0.44
6/28/2024,ladies fingers,nuwaraeliya,6,26,317,255,20.29,0.91
6/28/2024,ladies fingers,ratnapura,6,26,317,180,27.43,4.6
6/28/2024,leeks,ampara,6,26,317,,29,1.46
6/28/2024,leeks,anuradhapura,6,26,317,620,28.89,0.34
6/28/2024,leeks,badulla,6,26,317,600,25,0.34
6/28/2024,leeks,colombo,6,26,317,625,28.67,7.23
6/28/2024,leeks,dambulla,6,26,317,575,28.89,0.34
6/28/2024,leeks,galle,6,26,317,660,29.47,6.73
6/28/2024,leeks,gampaha,6,26,317,,28.13,5.73
6/28/2024,leeks,jaffna,6,26,317,,29.29,0.84
6/28/2024,leeks,kaluthara,6,26,317,500,29.47,6.73
6/28/2024,leeks,kandy,6,26,317,575,24,0.53
6/28/2024,leeks,meegoda,6,26,317,580,29.47,6.73
6/28/2024,leeks,monaragala,6,26,317,560,28.29,0.44
6/28/2024,leeks,nuwaraeliya,6,26,317,570,20.29,0.91
6/28/2024,leeks,ratnapura,6,26,317,540,27.43,4.6
6/28/2024,luffa,ampara,6,26,317,,29,1.46
6/28/2024,luffa,anuradhapura,6,26,317,460,28.89,0.34
6/28/2024,luffa,badulla,6,26,317,410,25,0.34
6/28/2024,luffa,colombo,6,26,317,450,28.67,7.23
6/28/2024,luffa,dambulla,6,26,317,380,28.89,0.34
6/28/2024,luffa,galle,6,26,317,375,29.47,6.73
6/28/2024,luffa,gampaha,6,26,317,,28.13,5.73
6/28/2024,luffa,jaffna,6,26,317,,29.29,0.84
6/28/2024,luffa,kaluthara,6,26,317,310,29.47,6.73
6/28/2024,luffa,kandy,6,26,317,310,24,0.53
6/28/2024,luffa,meegoda,6,26,317,400,29.47,6.73
6/28/2024,luffa,monaragala,6,26,317,460,28.29,0.44
6/28/2024,luffa,nuwaraeliya,6,26,317,330,20.29,0.91
6/28/2024,luffa,ratnapura,6,26,317,400,27.43,4.6
6/28/2024,pumpkin,ampara,6,26,317,,29,1.46
6/28/2024,pumpkin,anuradhapura,6,26,317,280,28.89,0.34
6/28/2024,pumpkin,badulla,6,26,317,320,25,0.34
6/28/2024,pumpkin,colombo,6,26,317,260,28.67,7.23
6/28/2024,pumpkin,dambulla,6,26,317,240,28.89,0.34
6/28/2024,pumpkin,galle,6,26,317,210,29.47,6.73
6/28/2024,pumpkin,gampaha,6,26,317,,28.13,5.73
6/28/2024,pumpkin,jaffna,6,26,317,,29.29,0.84
6/28/2024,pumpkin,kaluthara,6,26,317,210,29.47,6.73
6/28/2024,pumpkin,kandy,6,26,317,220,24,0.53
6/28/2024,pumpkin,meegoda,6,26,317,260,29.47,6.73
6/28/2024,pumpkin,monaragala,6,26,317,260,28.29,0.44
6/28/2024,pumpkin,nuwaraeliya,6,26,317,265,20.29,0.91
6/28/2024,pumpkin,ratnapura,6,26,317,240,27.43,4.6
6/28/2024,snake gourd,ampara,6,26,317,,29,1.46
6/28/2024,snake gourd,anuradhapura,6,26,317,360,28.89,0.34
6/28/2024,snake gourd,badulla,6,26,317,420,25,0.34
6/28/2024,snake gourd,colombo,6,26,317,430,28.67,7.23
6/28/2024,snake gourd,dambulla,6,26,317,310,28.89,0.34
6/28/2024,snake gourd,galle,6,26,317,440,29.47,6.73
6/28/2024,snake gourd,gampaha,6,26,317,,28.13,5.73
6/28/2024,snake gourd,jaffna,6,26,317,,29.29,0.84
6/28/2024,snake gourd,kaluthara,6,26,317,290,29.47,6.73
6/28/2024,snake gourd,kandy,6,26,317,310,24,0.53
6/28/2024,snake gourd,meegoda,6,26,317,400,29.47,6.73
6/28/2024,snake gourd,monaragala,6,26,317,360,28.29,0.44
6/28/2024,snake gourd,nuwaraeliya,6,26,317,345,20.29,0.91
6/28/2024,snake gourd,ratnapura,6,26,317,340,27.43,4.6
6/28/2024,tomato,ampara,6,26,317,,29,1.46
6/28/2024,tomato,anuradhapura,6,26,317,660,28.89,0.34
6/28/2024,tomato,badulla,6,26,317,550,25,0.34
6/28/2024,tomato,colombo,6,26,317,625,28.67,7.23
6/28/2024,tomato,dambulla,6,26,317,680,28.89,0.34
6/28/2024,tomato,galle,6,26,317,580,29.47,6.73
6/28/2024,tomato,gampaha,6,26,317,,28.13,5.73
6/28/2024,tomato,jaffna,6,26,317,,29.29,0.84
6/28/2024,tomato,kaluthara,6,26,317,640,29.47,6.73
6/28/2024,tomato,kandy,6,26,317,775,24,0.53
6/28/2024,tomato,meegoda,6,26,317,700,29.47,6.73
6/28/2024,tomato,monaragala,6,26,317,560,28.29,0.44
6/28/2024,tomato,nuwaraeliya,6,26,317,390,20.29,0.91
6/28/2024,tomato,ratnapura,6,26,317,580,27.43,4.6
7/5/2024,beet root,ampara,7,27,317,530,28.86,1.16
7/5/2024,beet root,anuradhapura,7,27,317,560,28.76,0.5
7/5/2024,beet root,badulla,7,27,317,625,24.43,0.43
7/5/2024,beet root,colombo,7,27,317,480,28.26,8.43
7/5/2024,beet root,dambulla,7,27,317,600,28.76,0.5
7/5/2024,beet root,galle,7,27,317,575,28.97,9.81
7/5/2024,beet root,gampaha,7,27,317,,27.73,7.43
7/5/2024,beet root,jaffna,7,27,317,465,29.41,1.03
7/5/2024,beet root,kaluthara,7,27,317,480,28.97,9.81
7/5/2024,beet root,kandy,7,27,317,465,23.43,0.74
7/5/2024,beet root,meegoda,7,27,317,500,28.97,9.81
7/5/2024,beet root,monaragala,7,27,317,560,28,1.31
7/5/2024,beet root,nuwaraeliya,7,27,317,410,18.71,1.23
7/5/2024,beet root,ratnapura,7,27,317,550,26.71,11.41
7/5/2024,brinjal,ampara,7,27,317,340,28.86,1.16
7/5/2024,brinjal,anuradhapura,7,27,317,330,28.76,0.5
7/5/2024,brinjal,badulla,7,27,317,390,24.43,0.43
7/5/2024,brinjal,colombo,7,27,317,320,28.26,8.43
7/5/2024,brinjal,dambulla,7,27,317,320,28.76,0.5
7/5/2024,brinjal,galle,7,27,317,375,28.97,9.81
7/5/2024,brinjal,gampaha,7,27,317,,27.73,7.43
7/5/2024,brinjal,jaffna,7,27,317,320,29.41,1.03
7/5/2024,brinjal,kaluthara,7,27,317,360,28.97,9.81
7/5/2024,brinjal,kandy,7,27,317,260,23.43,0.74
7/5/2024,brinjal,meegoda,7,27,317,360,28.97,9.81
7/5/2024,brinjal,monaragala,7,27,317,300,28,1.31
7/5/2024,brinjal,nuwaraeliya,7,27,317,270,18.71,1.23
7/5/2024,brinjal,ratnapura,7,27,317,285,26.71,11.41
7/5/2024,cabbage,ampara,7,27,317,360,28.86,1.16
7/5/2024,cabbage,anuradhapura,7,27,317,360,28.76,0.5
7/5/2024,cabbage,badulla,7,27,317,315,24.43,0.43
7/5/2024,cabbage,colombo,7,27,317,330,28.26,8.43
7/5/2024,cabbage,dambulla,7,27,317,350,28.76,0.5
7/5/2024,cabbage,galle,7,27,317,350,28.97,9.81
7/5/2024,cabbage,gampaha,7,27,317,,27.73,7.43
7/5/2024,cabbage,jaffna,7,27,317,365,29.41,1.03
7/5/2024,cabbage,kaluthara,7,27,317,340,28.97,9.81
7/5/2024,cabbage,kandy,7,27,317,290,23.43,0.74
7/5/2024,cabbage,meegoda,7,27,317,380,28.97,9.81
7/5/2024,cabbage,monaragala,7,27,317,360,28,1.31
7/5/2024,cabbage,nuwaraeliya,7,27,317,310,18.71,1.23
7/5/2024,cabbage,ratnapura,7,27,317,300,26.71,11.41
7/5/2024,carrot,ampara,7,27,317,480,28.86,1.16
7/5/2024,carrot,anuradhapura,7,27,317,560,28.76,0.5
7/5/2024,carrot,badulla,7,27,317,500,24.43,0.43
7/5/2024,carrot,colombo,7,27,317,500,28.26,8.43
7/5/2024,carrot,dambulla,7,27,317,550,28.76,0.5
7/5/2024,carrot,galle,7,27,317,580,28.97,9.81
7/5/2024,carrot,gampaha,7,27,317,,27.73,7.43
7/5/2024,carrot,jaffna,7,27,317,500,29.41,1.03
7/5/2024,carrot,kaluthara,7,27,317,440,28.97,9.81
7/5/2024,carrot,kandy,7,27,317,575,23.43,0.74
7/5/2024,carrot,meegoda,7,27,317,560,28.97,9.81
7/5/2024,carrot,monaragala,7,27,317,500,28,1.31
7/5/2024,carrot,nuwaraeliya,7,27,317,465,18.71,1.23
7/5/2024,carrot,ratnapura,7,27,317,500,26.71,11.41
7/5/2024,cucumber,ampara,7,27,317,200,28.86,1.16
7/5/2024,cucumber,anuradhapura,7,27,317,200,28.76,0.5
7/5/2024,cucumber,badulla,7,27,317,220,24.43,0.43
7/5/2024,cucumber,colombo,7,27,317,230,28.26,8.43
7/5/2024,cucumber,dambulla,7,27,317,180,28.76,0.5
7/5/2024,cucumber,galle,7,27,317,190,28.97,9.81
7/5/2024,cucumber,gampaha,7,27,317,,27.73,7.43
7/5/2024,cucumber,jaffna,7,27,317,165,29.41,1.03
7/5/2024,cucumber,kaluthara,7,27,317,190,28.97,9.81
7/5/2024,cucumber,kandy,7,27,317,150,23.43,0.74
7/5/2024,cucumber,meegoda,7,27,317,220,28.97,9.81
7/5/2024,cucumber,monaragala,7,27,317,220,28,1.31
7/5/2024,cucumber,nuwaraeliya,7,27,317,210,18.71,1.23
7/5/2024,cucumber,ratnapura,7,27,317,180,26.71,11.41
7/5/2024,green beans,ampara,7,27,317,640,28.86,1.16
7/5/2024,green beans,anuradhapura,7,27,317,740,28.76,0.5
7/5/2024,green beans,badulla,7,27,317,650,24.43,0.43
7/5/2024,green beans,colombo,7,27,317,700,28.26,8.43
7/5/2024,green beans,dambulla,7,27,317,620,28.76,0.5
7/5/2024,green beans,galle,7,27,317,750,28.97,9.81
7/5/2024,green beans,gampaha,7,27,317,,27.73,7.43
7/5/2024,green beans,jaffna,7,27,317,625,29.41,1.03
7/5/2024,green beans,kaluthara,7,27,317,740,28.97,9.81
7/5/2024,green beans,kandy,7,27,317,775,23.43,0.74
7/5/2024,green beans,meegoda,7,27,317,720,28.97,9.81
7/5/2024,green beans,monaragala,7,27,317,760,28,1.31
7/5/2024,green beans,nuwaraeliya,7,27,317,765,18.71,1.23
7/5/2024,green beans,ratnapura,7,27,317,625,26.71,11.41
7/5/2024,ladies fingers,ampara,7,27,317,310,28.86,1.16
7/5/2024,ladies fingers,anuradhapura,7,27,317,340,28.76,0.5
7/5/2024,ladies fingers,badulla,7,27,317,320,24.43,0.43
7/5/2024,ladies fingers,colombo,7,27,317,280,28.26,8.43
7/5/2024,ladies fingers,dambulla,7,27,317,290,28.76,0.5
7/5/2024,ladies fingers,galle,7,27,317,270,28.97,9.81
7/5/2024,ladies fingers,gampaha,7,27,317,,27.73,7.43
7/5/2024,ladies fingers,jaffna,7,27,317,275,29.41,1.03
7/5/2024,ladies fingers,kaluthara,7,27,317,230,28.97,9.81
7/5/2024,ladies fingers,kandy,7,27,317,250,23.43,0.74
7/5/2024,ladies fingers,meegoda,7,27,317,320,28.97,9.81
7/5/2024,ladies fingers,monaragala,7,27,317,300,28,1.31
7/5/2024,ladies fingers,nuwaraeliya,7,27,317,255,18.71,1.23
7/5/2024,ladies fingers,ratnapura,7,27,317,210,26.71,11.41
7/5/2024,leeks,ampara,7,27,317,540,28.86,1.16
7/5/2024,leeks,anuradhapura,7,27,317,560,28.76,0.5
7/5/2024,leeks,badulla,7,27,317,575,24.43,0.43
7/5/2024,leeks,colombo,7,27,317,550,28.26,8.43
7/5/2024,leeks,dambulla,7,27,317,590,28.76,0.5
7/5/2024,leeks,galle,7,27,317,660,28.97,9.81
7/5/2024,leeks,gampaha,7,27,317,,27.73,7.43
7/5/2024,leeks,jaffna,7,27,317,530,29.41,1.03
7/5/2024,leeks,kaluthara,7,27,317,520,28.97,9.81
7/5/2024,leeks,kandy,7,27,317,500,23.43,0.74
7/5/2024,leeks,meegoda,7,27,317,580,28.97,9.81
7/5/2024,leeks,monaragala,7,27,317,560,28,1.31
7/5/2024,leeks,nuwaraeliya,7,27,317,510,18.71,1.23
7/5/2024,leeks,ratnapura,7,27,317,560,26.71,11.41
7/5/2024,luffa,ampara,7,27,317,360,28.86,1.16
7/5/2024,luffa,anuradhapura,7,27,317,400,28.76,0.5
7/5/2024,luffa,badulla,7,27,317,410,24.43,0.43
7/5/2024,luffa,colombo,7,27,317,400,28.26,8.43
7/5/2024,luffa,dambulla,7,27,317,440,28.76,0.5
7/5/2024,luffa,galle,7,27,317,420,28.97,9.81
7/5/2024,luffa,gampaha,7,27,317,,27.73,7.43
7/5/2024,luffa,jaffna,7,27,317,,29.41,1.03
7/5/2024,luffa,kaluthara,7,27,317,320,28.97,9.81
7/5/2024,luffa,kandy,7,27,317,310,23.43,0.74
7/5/2024,luffa,meegoda,7,27,317,440,28.97,9.81
7/5/2024,luffa,monaragala,7,27,317,500,28,1.31
7/5/2024,luffa,nuwaraeliya,7,27,317,335,18.71,1.23
7/5/2024,luffa,ratnapura,7,27,317,380,26.71,11.41
7/5/2024,pumpkin,ampara,7,27,317,250,28.86,1.16
7/5/2024,pumpkin,anuradhapura,7,27,317,260,28.76,0.5
7/5/2024,pumpkin,badulla,7,27,317,320,24.43,0.43
7/5/2024,pumpkin,colombo,7,27,317,240,28.26,8.43
7/5/2024,pumpkin,dambulla,7,27,317,250,28.76,0.5
7/5/2024,pumpkin,galle,7,27,317,190,28.97,9.81
7/5/2024,pumpkin,gampaha,7,27,317,,27.73,7.43
7/5/2024,pumpkin,jaffna,7,27,317,180,29.41,1.03
7/5/2024,pumpkin,kaluthara,7,27,317,210,28.97,9.81
7/5/2024,pumpkin,kandy,7,27,317,220,23.43,0.74
7/5/2024,pumpkin,meegoda,7,27,317,240,28.97,9.81
7/5/2024,pumpkin,monaragala,7,27,317,250,28,1.31
7/5/2024,pumpkin,nuwaraeliya,7,27,317,255,18.71,1.23
7/5/2024,pumpkin,ratnapura,7,27,317,210,26.71,11.41
7/5/2024,snake gourd,ampara,7,27,317,330,28.86,1.16
7/5/2024,snake gourd,anuradhapura,7,27,317,330,28.76,0.5
7/5/2024,snake gourd,badulla,7,27,317,425,24.43,0.43
7/5/2024,snake gourd,colombo,7,27,317,370,28.26,8.43
7/5/2024,snake gourd,dambulla,7,27,317,310,28.76,0.5
7/5/2024,snake gourd,galle,7,27,317,410,28.97,9.81
7/5/2024,snake gourd,gampaha,7,27,317,,27.73,7.43
7/5/2024,snake gourd,jaffna,7,27,317,170,29.41,1.03
7/5/2024,snake gourd,kaluthara,7,27,317,360,28.97,9.81
7/5/2024,snake gourd,kandy,7,27,317,250,23.43,0.74
7/5/2024,snake gourd,meegoda,7,27,317,400,28.97,9.81
7/5/2024,snake gourd,monaragala,7,27,317,440,28,1.31
7/5/2024,snake gourd,nuwaraeliya,7,27,317,300,18.71,1.23
7/5/2024,snake gourd,ratnapura,7,27,317,280,26.71,11.41
7/5/2024,tomato,ampara,7,27,317,400,28.86,1.16
7/5/2024,tomato,anuradhapura,7,27,317,390,28.76,0.5
7/5/2024,tomato,badulla,7,27,317,525,24.43,0.43
7/5/2024,tomato,colombo,7,27,317,410,28.26,8.43
7/5/2024,tomato,dambulla,7,27,317,420,28.76,0.5
7/5/2024,tomato,galle,7,27,317,380,28.97,9.81
7/5/2024,tomato,gampaha,7,27,317,,27.73,7.43
7/5/2024,tomato,jaffna,7,27,317,325,29.41,1.03
7/5/2024,tomato,kaluthara,7,27,317,335,28.97,9.81
7/5/2024,tomato,kandy,7,27,317,380,23.43,0.74
7/5/2024,tomato,meegoda,7,27,317,360,28.97,9.81
7/5/2024,tomato,monaragala,7,27,317,300,28,1.31
7/5/2024,tomato,nuwaraeliya,7,27,317,265,18.71,1.23
7/5/2024,tomato,ratnapura,7,27,317,360,26.71,11.41
7/12/2024,beet root,ampara,7,28,317,480,30.29,0.4
7/12/2024,beet root,anuradhapura,7,28,317,560,28.27,1.6
7/12/2024,beet root,badulla,7,28,317,510,24.29,1.81
7/12/2024,beet root,colombo,7,28,317,475,28.07,11.31
7/12/2024,beet root,dambulla,7,28,317,600,28.27,1.6
7/12/2024,beet root,galle,7,28,317,580,28.69,13.56
7/12/2024,beet root,gampaha,7,28,317,,27.9,11.54
7/12/2024,beet root,jaffna,7,28,317,465,29.37,0.84
7/12/2024,beet root,kaluthara,7,28,317,480,28.69,13.56
7/12/2024,beet root,kandy,7,28,317,490,23.29,1.8
7/12/2024,beet root,meegoda,7,28,317,560,28.69,13.56
7/12/2024,beet root,monaragala,7,28,317,560,28.14,0.26
7/12/2024,beet root,nuwaraeliya,7,28,317,370,19.71,2.5
7/12/2024,beet root,ratnapura,7,28,317,440,27,16.59
7/12/2024,brinjal,ampara,7,28,317,260,30.29,0.4
7/12/2024,brinjal,anuradhapura,7,28,317,360,28.27,1.6
7/12/2024,brinjal,badulla,7,28,317,310,24.29,1.81
7/12/2024,brinjal,colombo,7,28,317,290,28.07,11.31
7/12/2024,brinjal,dambulla,7,28,317,300,28.27,1.6
7/12/2024,brinjal,galle,7,28,317,290,28.69,13.56
7/12/2024,brinjal,gampaha,7,28,317,,27.9,11.54
7/12/2024,brinjal,jaffna,7,28,317,265,29.37,0.84
7/12/2024,brinjal,kaluthara,7,28,317,340,28.69,13.56
7/12/2024,brinjal,kandy,7,28,317,330,23.29,1.8
7/12/2024,brinjal,meegoda,7,28,317,300,28.69,13.56
7/12/2024,brinjal,monaragala,7,28,317,240,28.14,0.26
7/12/2024,brinjal,nuwaraeliya,7,28,317,255,19.71,2.5
7/12/2024,brinjal,ratnapura,7,28,317,280,27,16.59
7/12/2024,cabbage,ampara,7,28,317,380,30.29,0.4
7/12/2024,cabbage,anuradhapura,7,28,317,400,28.27,1.6
7/12/2024,cabbage,badulla,7,28,317,340,24.29,1.81
7/12/2024,cabbage,colombo,7,28,317,390,28.07,11.31
7/12/2024,cabbage,dambulla,7,28,317,380,28.27,1.6
7/12/2024,cabbage,galle,7,28,317,380,28.69,13.56
7/12/2024,cabbage,gampaha,7,28,317,,27.9,11.54
7/12/2024,cabbage,jaffna,7,28,317,365,29.37,0.84
7/12/2024,cabbage,kaluthara,7,28,317,340,28.69,13.56
7/12/2024,cabbage,kandy,7,28,317,380,23.29,1.8
7/12/2024,cabbage,meegoda,7,28,317,400,28.69,13.56
7/12/2024,cabbage,monaragala,7,28,317,360,28.14,0.26
7/12/2024,cabbage,nuwaraeliya,7,28,317,350,19.71,2.5
7/12/2024,cabbage,ratnapura,7,28,317,360,27,16.59
7/12/2024,carrot,ampara,7,28,317,490,30.29,0.4
7/12/2024,carrot,anuradhapura,7,28,317,560,28.27,1.6
7/12/2024,carrot,badulla,7,28,317,475,24.29,1.81
7/12/2024,carrot,colombo,7,28,317,475,28.07,11.31
7/12/2024,carrot,dambulla,7,28,317,570,28.27,1.6
7/12/2024,carrot,galle,7,28,317,510,28.69,13.56
7/12/2024,carrot,gampaha,7,28,317,,27.9,11.54
7/12/2024,carrot,jaffna,7,28,317,425,29.37,0.84
7/12/2024,carrot,kaluthara,7,28,317,440,28.69,13.56
7/12/2024,carrot,kandy,7,28,317,560,23.29,1.8
7/12/2024,carrot,meegoda,7,28,317,520,28.69,13.56
7/12/2024,carrot,monaragala,7,28,317,560,28.14,0.26
7/12/2024,carrot,nuwaraeliya,7,28,317,465,19.71,2.5
7/12/2024,carrot,ratnapura,7,28,317,465,27,16.59
7/12/2024,cucumber,ampara,7,28,317,200,30.29,0.4
7/12/2024,cucumber,anuradhapura,7,28,317,200,28.27,1.6
7/12/2024,cucumber,badulla,7,28,317,220,24.29,1.81
7/12/2024,cucumber,colombo,7,28,317,215,28.07,11.31
7/12/2024,cucumber,dambulla,7,28,317,170,28.27,1.6
7/12/2024,cucumber,galle,7,28,317,160,28.69,13.56
7/12/2024,cucumber,gampaha,7,28,317,,27.9,11.54
7/12/2024,cucumber,jaffna,7,28,317,165,29.37,0.84
7/12/2024,cucumber,kaluthara,7,28,317,170,28.69,13.56
7/12/2024,cucumber,kandy,7,28,317,170,23.29,1.8
7/12/2024,cucumber,meegoda,7,28,317,200,28.69,13.56
7/12/2024,cucumber,monaragala,7,28,317,200,28.14,0.26
7/12/2024,cucumber,nuwaraeliya,7,28,317,190,19.71,2.5
7/12/2024,cucumber,ratnapura,7,28,317,180,27,16.59
7/12/2024,green beans,ampara,7,28,317,650,30.29,0.4
7/12/2024,green beans,anuradhapura,7,28,317,740,28.27,1.6
7/12/2024,green beans,badulla,7,28,317,750,24.29,1.81
7/12/2024,green beans,colombo,7,28,317,680,28.07,11.31
7/12/2024,green beans,dambulla,7,28,317,660,28.27,1.6
7/12/2024,green beans,galle,7,28,317,780,28.69,13.56
7/12/2024,green beans,gampaha,7,28,317,,27.9,11.54
7/12/2024,green beans,jaffna,7,28,317,625,29.37,0.84
7/12/2024,green beans,kaluthara,7,28,317,740,28.69,13.56
7/12/2024,green beans,kandy,7,28,317,625,23.29,1.8
7/12/2024,green beans,meegoda,7,28,317,620,28.69,13.56
7/12/2024,green beans,monaragala,7,28,317,660,28.14,0.26
7/12/2024,green beans,nuwaraeliya,7,28,317,610,19.71,2.5
7/12/2024,green beans,ratnapura,7,28,317,620,27,16.59
7/12/2024,ladies fingers,ampara,7,28,317,310,30.29,0.4
7/12/2024,ladies fingers,anuradhapura,7,28,317,300,28.27,1.6
7/12/2024,ladies fingers,badulla,7,28,317,320,24.29,1.81
7/12/2024,ladies fingers,colombo,7,28,317,290,28.07,11.31
7/12/2024,ladies fingers,dambulla,7,28,317,300,28.27,1.6
7/12/2024,ladies fingers,galle,7,28,317,220,28.69,13.56
7/12/2024,ladies fingers,gampaha,7,28,317,,27.9,11.54
7/12/2024,ladies fingers,jaffna,7,28,317,290,29.37,0.84
7/12/2024,ladies fingers,kaluthara,7,28,317,250,28.69,13.56
7/12/2024,ladies fingers,kandy,7,28,317,220,23.29,1.8
7/12/2024,ladies fingers,meegoda,7,28,317,300,28.69,13.56
7/12/2024,ladies fingers,monaragala,7,28,317,300,28.14,0.26
7/12/2024,ladies fingers,nuwaraeliya,7,28,317,270,19.71,2.5
7/12/2024,ladies fingers,ratnapura,7,28,317,220,27,16.59
7/12/2024,leeks,ampara,7,28,317,490,30.29,0.4
7/12/2024,leeks,anuradhapura,7,28,317,560,28.27,1.6
7/12/2024,leeks,badulla,7,28,317,600,24.29,1.81
7/12/2024,leeks,colombo,7,28,317,495,28.07,11.31
7/12/2024,leeks,dambulla,7,28,317,590,28.27,1.6
7/12/2024,leeks,galle,7,28,317,620,28.69,13.56
7/12/2024,leeks,gampaha,7,28,317,,27.9,11.54
7/12/2024,leeks,jaffna,7,28,317,460,29.37,0.84
7/12/2024,leeks,kaluthara,7,28,317,470,28.69,13.56
7/12/2024,leeks,kandy,7,28,317,490,23.29,1.8
7/12/2024,leeks,meegoda,7,28,317,520,28.69,13.56
7/12/2024,leeks,monaragala,7,28,317,560,28.14,0.26
7/12/2024,leeks,nuwaraeliya,7,28,317,490,19.71,2.5
7/12/2024,leeks,ratnapura,7,28,317,485,27,16.59
7/12/2024,luffa,ampara,7,28,317,350,30.29,0.4
7/12/2024,luffa,anuradhapura,7,28,317,360,28.27,1.6
7/12/2024,luffa,badulla,7,28,317,600,24.29,1.81
7/12/2024,luffa,colombo,7,28,317,365,28.07,11.31
7/12/2024,luffa,dambulla,7,28,317,430,28.27,1.6
7/12/2024,luffa,galle,7,28,317,440,28.69,13.56
7/12/2024,luffa,gampaha,7,28,317,,27.9,11.54
7/12/2024,luffa,jaffna,7,28,317,,29.37,0.84
7/12/2024,luffa,kaluthara,7,28,317,380,28.69,13.56
7/12/2024,luffa,kandy,7,28,317,290,23.29,1.8
7/12/2024,luffa,meegoda,7,28,317,440,28.69,13.56
7/12/2024,luffa,monaragala,7,28,317,480,28.14,0.26
7/12/2024,luffa,nuwaraeliya,7,28,317,370,19.71,2.5
7/12/2024,luffa,ratnapura,7,28,317,375,27,16.59
7/12/2024,pumpkin,ampara,7,28,317,250,30.29,0.4
7/12/2024,pumpkin,anuradhapura,7,28,317,300,28.27,1.6
7/12/2024,pumpkin,badulla,7,28,317,300,24.29,1.81
7/12/2024,pumpkin,colombo,7,28,317,250,28.07,11.31
